Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.201","KB219_22600",,"K6BIH6","Pseudomonas viridiflava UASWS0038","ccmB","ABC transporter involved in cytochrome c biogenesis, CcmB subunit",,"3.A.1.107.4",,,,100,100,90,"1e-108"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.5320","KB219_02035",,"O30529","Pseudomonas aeruginosa.","popB","Type III secretion host injection protein (YopB)",,"1.C.36.2.2",,,,100,100,98,"1e-206"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4846",,,"Q51485","Pseudomonas aeruginosa.",,"Carbohydrate-selective porin OprB",,"1.B.19.1.1",,,,26,100,100,"1e-69"
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2587","ACFX5A_18530",,"Q9HWG8","Pseudomonas aeruginosa",,"Inner-membrane permease FptX, ferripyochelin @ Inner-membrane permease for ferric siderophore","the major facilitator superfamily (mfs).","2.A.1.57.1",,,"10984043",100,100,99,"1e-236"
"BLAT","Drug Target","DrugBank","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.916","ACFX5A_12320",,"O33407","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","estA","Phospholipase/lecithinase/hemolysin","(Hydroxyethyloxy)Tri(Ethyloxy)Octane","Drug target",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1872","ACFX5C_14850",,"VFG001239","Pseudomonas aeruginosa PAO1","flgF","Flagellar basal-body rod protein FlgF",,"Adherence,Motility",,,,100,100,100,"1e-138"
"BLAT","Drug Target","DrugBank","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.546","RBB72_02650",,"Q44532","Azotobacter vinelandii","fpr","Ferredoxin--NADP(+) reductase (EC 1.18.1.2) @ Flavodoxin--NADP(+) reductase (EC 1.19.1.1)","Flavin adenine dinucleotide","Drug target",,,,100,100,85,"1e-128"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1334","ERJ99_024400",,"VFG000209","Pseudomonas aeruginosa PAO1",,"Type III secretion negative regulator (LscZ)",,"Effector delivery system",,,,100,100,99,"1e-160"
"BLAT","Virulence Factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5338","ERJ99_012425",,"VFG000188","Pseudomonas aeruginosa PAO1","pscR","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",,"Secretion system,Type III secretion system",,,,100,100,100,"1e-118"
"BLAT","Drug Target","DrugBank","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.3048","ACFX5A_02090",,"Q9HVJ6","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Long-chain fatty acid transport protein","(Hydroxyethyloxy)Tri(Ethyloxy)Octane","Drug target",,,,100,100,100,"1e-281"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3750","RBB72_18165",,"VFG000180","Pseudomonas aeruginosa PAO1","gspG","General secretion pathway protein G",,"Effector delivery system",,,,100,100,99,"2e-82"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4747","ERJ99_001840",,"O30506","Pseudomonas aeruginosa",,"Arginine/ornithine ABC transporter, ATP-binding protein AotP","the atp-binding cassette (abc) superfamily.","3.A.1.3.11",,,"10984043;9286980;9791103",100,100,100,"1e-141"
"BLAT","Drug Target","DrugBank","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5789","ACFX5C_29555",,"Q88K39","Pseudomonas putida (strain KT2440)","ansB","L-glutaminase-L-asparaginase (EC 3.5.1.38)","2-Amino-6-Oxo-Hexanoic Acid;4-Carboxy-4-Aminobutanal","Drug target",,,,98,98,82,"1e-167"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3449","ERJ99_008845",,"3803",,,"Two-component transcriptional response regulator, OmpR family","cprR","antibiotic target alteration;antibiotic efflux","peptide","polymyxin B;colistin A;colistin B",,100,100,100,"1.04315e-165"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3049","OQ293_25455",,"Q9HTC3","Pseudomonas aeruginosa strain ATCC 15692",,"hypothetical protein",,"2.A.7.2.6",,,,100,100,99,"7e-73"
"BLAT","Antibiotic Resistance","CARD","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2172","ACFX5A_17460",,"NP_248846.1","Pseudomonas aeruginosa PAO1","TriA","Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-213"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3838","RBB72_18600",,"Q51485","Pseudomonas aeruginosa.","oprB","Carbohydrate-selective porin OprB",,"1.B.19.1.1",,,,100,100,100,"1e-281"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.992","KB219_25300",,"O30494","Pseudomonas fluorescens","ugpC","Various polyols ABC transporter, ATP-binding protein",,"3.A.1.1.49",,,,80,79,80,"1e-132"
"K-mer Search","Antibiotic Resistance","PATRIC","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5529","IEG03_27050",,,,"AAC(6')-Ic,f,g,h,j,k,l,r-z","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ic,f,g,h,j,k,l,r-z","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ic,f,g,h,j,k,l,r-z","antibiotic inactivation enzyme","Aminoglycosides","tobramycin;kanamycin A;amikacin;dibekacin;sisomicin;gentamicin B;isepamicin;arbekacin;netilmicin;neomycin","11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008",,,,
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5429","IEG03_26570",,"Q9I5N4","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Hemolysin activation/secretion protein associated with VreARI signalling system","the two-partner secretion (tps) family.","1.B.20.3.6",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.406",,,"VFG015509","Pseudomonas aeruginosa PAO1",,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,"Nutritional/Metabolic factor",,,,10,100,100,"5e-17"
"BLAT","Virulence Factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5240","OQ293_08475",,"VFG001238","Pseudomonas aeruginosa PAO1","flgE","Flagellar hook protein FlgE",,"Adherence,Motility",,,,100,100,99,"1e-270"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3383","KB219_32075",,"Q9HWG8","Pseudomonas aeruginosa",,"Inner-membrane permease FptX, ferripyochelin @ Inner-membrane permease for ferric siderophore","the major facilitator superfamily (mfs).","2.A.1.57.1",,,"10984043",100,100,99,"1e-236"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3926","RBB72_19030",,"VFG000157","Pseudomonas aeruginosa PAO1","plcH","Phospholipase C (EC 3.1.4.3) => hemolytic PlcH",,"Toxin,Membrane-damaging,Phospholipase",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.6320","OQ293_13475",,"P28793","Pseudomonas fragi","fadB","Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)","3,6,9,12,15-PENTAOXATRICOSAN-1-OL","Drug target",,,,100,100,86,"0.0"
"BLAT","Metal Resistance","BacMet","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1563","NDR77_31140",,"BAC0232","Pseudomonas aeruginosa",,"Mercuric resistance operon regulatory protein MerR",,,,,,100,100,100,"3e-76"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5723",,,"VFG015950","Pseudomonas aeruginosa PAO1",,"Acyl-homoserine lactone acylase PvdQ (EC 3.5.1.-), quorum-quenching",,"Nutritional/Metabolic factor",,,,12,100,100,"6e-49"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4276","IEG03_20910",,"Q4LDT6","Pseudomonas aeruginosa","mexQ","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system",,"2.A.6.2.34",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.223","ERJ99_004295",,"Q51366","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","gmd","GDP-mannose 4,6-dehydratase (EC 4.2.1.47)","Guanosine-5'-Diphosphate","Drug target",,,,100,100,100,"1e-187"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6281","RBB72_30500",,"VFG000217","Pseudomonas aeruginosa PAO1","pscI","Type III secretion cytoplasmic protein (YscI)",,"Secretion system,Type III secretion system",,,,100,100,98,"2e-55"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5983","IEG03_29235",,"VFG041035","Pseudomonas aeruginosa PAO1","tssK","T6SS component TssK (ImpJ/VasE)",,"Effector delivery system",,,,100,100,98,"1e-257"
"BLAT","Antibiotic Resistance","CARD","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.1986","KB219_28480",,"NP_253464.1","Pseudomonas aeruginosa PAO1","PmrA","Two-component system response regulator QseB",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,,,100,100,99,"1e-121"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.5308","KB219_01975",,"VFG000191","Pseudomonas aeruginosa PAO1","pscO","Type III secretion spans bacterial envelope protein (YscO)",,"Effector delivery system",,,,100,100,100,"4e-85"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5528","RBB72_26875",,"2775",,"soxR","Redox-sensitive transcriptional activator SoxR","Pseudomonas aeruginosa soxR","antibiotic target alteration;antibiotic efflux","fluoroquinolone; cephalosporin; glycylcycline; penam; tetracycline; rifamycin; phenicol; disinfecting agents and antiseptics","tigecycline;ciprofloxacin;acriflavine;tetracycline;rifampin;chloramphenicol;ampicillin;norfloxacin;cefalotin;triclosan",,100,100,100,"4.7362e-113"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.3981","ACFX5B_25060",,"Q9HTH6","Pseudomonas aeruginosa",,"L-carnitine ABC transporter, substrate-binding protein CaiX","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,100,"1e-178"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.1731","IEG03_08460",,"Q05098","Pseudomonas aeruginosa","pfeA","TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D","the outer membrane receptor (omr) family.","1.B.14.1.5",,,"10984043;8419284",100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2766","OQ293_24065",,"Q9HY88","Pseudomonas aeruginosa","opmE","Multidrug efflux system, outer membrane factor lipoprotein => OpmE of MexPQ-OpmE system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.34",,,"10984043;16301811",100,100,98,"1e-274"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4219","RBB72_20450",,"VFG041046","Pseudomonas aeruginosa PAO1","tse2","hypothetical protein",,"Effector delivery system",,,,100,100,99,"2e-88"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4120","ACFX5B_04030",,"Q9I3R2","Pseudomonas aeruginosa","mexM","RND efflux system, membrane fusion protein","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.35",,,"10984043;16301811",100,100,98,"1e-207"
"BLAT","Virulence Factor","Victors","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.2359","ACFX5C_17240",,"116048931","Pseudomonas aeruginosa UCBPP-PA14","mvfR","Multiple virulence factor regulator MvfR/PqsR",,"",,,"9371831",100,100,99,"1e-188"
"BLAT","Drug Target","TTD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.4876","RBB72_23685",,"TTDR00746",,,"Phosphoglucomutase (EC 5.4.2.2) @ Phosphomannomutase (EC 5.4.2.8)",,"",,,,100,72,100,"1e-272"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.1816","KB219_27980",,"VFG000132","Pseudomonas aeruginosa PAO1","algF","Alginate O-acetyltransferase AlgF, periplasmic",,"Antiphagocytosis,Serum resistance",,,,46,99,100,"7e-52"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.1368","ACFX5B_16015",,"Q9I403","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)","the atp-binding cassette (abc) superfamily.","3.A.1.3.22",,,,100,100,100,"1e-140"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6928","NDR77_26130",,"VFG001211","Pseudomonas aeruginosa PAO1","pilY2","Type IV fimbrial biogenesis protein PilY2",,"Adherence",,,,100,100,100,"2e-61"
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.539","ACFX5A_10600",,"Q51417","Pseudomonas aeruginosa",,"Urea channel UreI","the urea/amide channel (uac) family.","1.A.29.1.1",,,"10984043;2495988;7642533",100,99,100,"3e-94"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1645","ACFX5C_13790",,"VFG000126","Pseudomonas aeruginosa PAO1","algE","Alginate export system Algk/AlgE, outer membrane porin AlgE",,"Antiphagocytosis,Serum resistance",,,,100,100,99,"1e-298"
"BLAT","Transporter","TCDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.5759","ACFX5A_28675",,"Q8KZQ6","Q8KZQ6","ssuB","Alkanesulfonate ABC transporter ATP-binding protein SsuB",,"3.A.1.17.2",,,"10361295;10781557;12835925",97,95,81,"1e-120"
"BLAT","Virulence Factor","Victors","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2319","ACFX5A_01285",,"116050024","Pseudomonas aeruginosa UCBPP-PA14","PA14_37650","hypothetical protein",,"",,,"18591226",100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.101","NDR77_00495",,"VFG000220","Pseudomonas aeruginosa PAO1","pscL","Type III secretion cytoplasmic protein (YscL)",,"Effector delivery system",,,,100,100,100,"1e-114"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2078","RBB72_10120",,"Q8G8W9","Pseudomonas aeruginosa",,"Ferrichrome-iron receptor","the outer membrane receptor (omr) family.","1.B.14.1.26",,,,100,100,91,"0.0"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5251","ACFX5C_27735",,"B7V2E7","Pseudomonas aeruginosa (strain LESB58)",,"Nucleoside-binding outer membrane protein","the nucleoside-specific channel-forming outer membrane porin (tsx) family.","1.B.10.2.3",,,,100,100,98,"1e-163"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3532","KB219_09965",,"VFG000128","Pseudomonas aeruginosa PAO1","algX","Alginate O-acetyltransferase AlgX, periplasmic",,"Biofilm",,,,100,100,99,"1e-280"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5843",,,"Q51485","Pseudomonas aeruginosa.",,"Carbohydrate-selective porin OprB",,"1.B.19.1.1",,,,78,100,99,"1e-220"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.1239","ACFX5B_15385",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.815","ERJ99_022410",,"Q9I6X6","Pseudomonas aeruginosa","triA","Multidrug efflux system, membrane fusion component => TriA of TriABC-OpmH system","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.27",,,"10984043",100,100,98,"1e-210"
"BLAT","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1513","RBB72_07410",,"NP_252897.1","Pseudomonas aeruginosa PAO1","opmD","Multidrug efflux system, outer membrane factor lipoprotein => OpmD of MexHI-OpmD system",,"efflux pump conferring antibiotic resistance",,"acriflavin;norfloxacin",,26,100,100,"1e-64"
"BLAT","Metal Resistance","BacMet","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.2532","OQ293_22895",,"BAC0236","Pseudomonas aeruginosa","mexC","Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system",,,,,,100,100,97,"1e-209"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1581","OQ293_21450",,"VFG041025","Pseudomonas aeruginosa PAO1","tssK","T6SS component TssK (ImpJ/VasE)",,"Effector delivery system",,,,100,100,99,"1e-257"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6010","RBB72_29180",,"VFG050299","Pseudomonas aeruginosa PAO1",,"Fap system putative outer membrane protein",,"Adherence",,,,42,100,99,"7e-56"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2739","RBB72_13295",,"VFG041012","Pseudomonas aeruginosa PAO1",,"VgrG protein",,"Effector delivery system",,,,12,100,100,"5e-57"
"BLAT","Antibiotic Resistance","NDARO","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2394","ACFX5B_19550",,"WP_003112709.1","Pseudomonas","catB","Chloramphenicol O-acetyltransferase (EC 2.3.1.28) => CatB family","MULTISPECIES: type B-4 chloramphenicol O-acetyltransferase CatB7","",,,,100,100,99,"1e-126"
"BLAT","Virulence Factor","Victors","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.3366","ACFX5C_02445",,"15600520","Pseudomonas aeruginosa","PA5327","Oxidoreductase, FAD-binding",,"",,,"14641575",100,95,99,"1e-261"
"BLAT","Virulence Factor","Victors","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5617","IEG03_27480",,"15597622","Pseudomonas aeruginosa PAO1 ","pvdS","Sigma factor PvdS, controling pyoverdin biosynthesis",,"",,,"10720526",100,100,100,"1e-102"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6981","NDR77_07395",,"VFG001238","Pseudomonas aeruginosa PAO1","flgE","Flagellar hook protein FlgE",,"Motility",,,,100,100,100,"1e-270"
"BLAT","Drug Target","DrugBank","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.5860","ACFX5C_06015",,"P25084","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","lasR","N-(3-oxododecanoyl)-L-homoserine lactone-binding transcriptional activator @ Acyl-homoserine lactone-binding transcriptional activator, LuxR family @ Transcriptional regulator LasR","N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE","Drug target",,,,100,100,100,"1e-137"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.2335","ACFX5C_17115",,,,"OccK7/OpdD","Outer membrane low permeability porin, OprD family => OccK7/OpdD, meropenem uptake","Outer membrane low permeability porin, OprD family => OccK7/OpdD, meropenem uptake","protein modulating permeability to antibiotic","Multiple antibiotic resistance, Penems",,"22272184",,,,
