Isolate ID	Quality Module	Genotype	Predicted Phenotype	CGE Predicted Phenotype	Plasmid	Scheme	Sequence Type	Genome Length	N50 value	Number of Contigs Greater Than Or Equal To 300 bp	Quality Module Feedback
GCA_021441525.1_ASM2144152v1_genomic	Failed	aph(3')-IIb, blaOXA-50, fosA	kanamycin, ampicillin, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Fosfomycin	None	paeruginosa	3491	6371361	204338	102	Genome length is not within the acceptable length range [4000000,6000000]
GCA_021441545.1_ASM2144154v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	3492	6427265	208040	85	Genome length is not within the acceptable length range [4000000,6000000]
GCA_021441565.1_ASM2144156v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	3489	6258573	304964	58	Genome length is not within the acceptable length range [4000000,6000000]
GCA_021441585.1_ASM2144158v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	3083	6487740	411114	61	Genome length is not within the acceptable length range [4000000,6000000]
GCA_021441605.1_ASM2144160v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	3494	6508755	349824	58	Genome length is not within the acceptable length range [4000000,6000000]
GCA_021730475.1_ASM2173047v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Fosfomycin	None	paeruginosa	3656	6493798	316624	69	Genome length is not within the acceptable length range [4000000,6000000]
GCA_023721735.1_ASM2372173v1_genomic	Failed	aph(3')-IIb, blaOXA-10, blaOXA-494, blaPAO, blaPME-1, blaTEM-116, catB7, CmlA9, crpP, fosA, mph(E), sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Cefotaxime, Cefoxitin, Cephalothin, Ticarcillin, Chloramphenicol, Ciprofloxacin, Fosfomycin, Erythromycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	6994756	56583	449	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239815.1_ASM2623981v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	908	6328334	316520	80	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239835.1_ASM2623983v1_genomic	Failed	aac(6')-Ib-Hangzhou, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaGES-9, blaOXA-395, blaPAO, CmlA9, dfrA5, ere(A), FloR, fosA, rmtF, sul1, tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, unknown[FloR_4_CP136914], fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Cefotaxime, Ceftazidime, Aztreonam, Piperacillin, Ticarcillin, Meropenem, Cefepime, Chloramphenicol, Trimethoprim, Erythromycin, Florphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1203	6881001	193425	105	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239855.1_ASM2623985v1_genomic	Failed	aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA9, crpP, dfrB2, fosA, rmtD2, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, amikacin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Kanamycin, Netilmicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6806715	74064	221	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239875.1_ASM2623987v1_genomic	Failed	aac(6')-Ib3, aph(3')-Ia, aph(3')-IIb, blaOXA-10, blaOXA-494, blaPAO, catB7, fosA, rmtF, sul1	amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin, gentamicin, streptomycin, sulfisoxazole	Amikacin, Tobramycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Gentamicin, Sulfamethoxazole	None	paeruginosa	244	7088728	78078	247	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239885.1_ASM2623988v1_genomic	Failed	aac(3)-Id, aac(6')-Ib3, aac(6')-Il, aadA11, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-10, blaOXA-488, blaPAO, catB7, crpP, dfrB5, FloR, fosA, qnrVC1, rmtF, sul1, sul2	gentamicin, amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, trimethoprim, unknown[FloR_4_CP136914], fosfomycin, sulfisoxazole	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Trimethoprim, Florphenicol, Fosfomycin, Sulfamethoxazole	None	paeruginosa	308	6879670	137043	140	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239915.1_ASM2623991v1_genomic	Failed	aac(3)-Id, aac(6')-Il, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, ARR-2, blaNDM-1, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA9, crpP, dfrB5, fosA, qnrVC1, rmtB, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, amikacin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6870121	210804	115	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239935.1_ASM2623993v1_genomic	Failed	aac(3)-Id, aac(6')-Il, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, ARR-2, blaNDM-1, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA9, crpP, dfrB5, fosA, qnrVC1, rmtB, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, amikacin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6877062	201621	112	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026239955.1_ASM2623995v1_genomic	Failed	aac(3)-Id, aac(6')-Il, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, ARR-2, blaNDM-1, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA9, crpP, dfrB5, fosA, qnrVC1, rmtB, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, amikacin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6868803	224366	111	Genome length is not within the acceptable length range [4000000,6000000]
GCA_026636135.1_ASM2663613v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	2012	6273495	6273495	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_027855845.1_ASM2785584v1_genomic	Failed	aac(6')-Ib, aac(6')-Ib3, aadA2, aph(3')-IIb, blaCARB-2, blaOXA-395, blaOXA-9, blaPAO, catB7, CmlA2, crpP, crpP, fosA, sul1, sul1	amikacin, gentamicin, kanamycin, tobramycin, streptomycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA2_1_NG_047657], ciprofloxacin I/R, fosfomycin, sulfisoxazole	Amikacin, Tobramycin, Spectinomycin, Streptomycin, Unknown Aminoglycoside, Ampicillin, Amoxicillin, Piperacillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole	None	paeruginosa	111	7534460	7367998	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_027891115.1_ASM2789111v1_genomic	Failed	aadA11, aph(3')-IIb, blaNDM-1, blaOXA-395, blaPAO, catB7, CmlA9, fosA, qnrVC1, rmtB, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, ciprofloxacin I/R, amikacin, gentamicin, sulfisoxazole, tetracycline	Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Chloramphenicol, Fosfomycin, Ciprofloxacin, Amikacin, Tobramycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	773	6742282	254383	108	Genome length is not within the acceptable length range [4000000,6000000]
GCA_029210305.1_ASM2921030v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, erm(C), fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, erythromycin, azithromycin, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Fosfomycin	rep10, rep16	paeruginosa	3620	6677536	97019	449	Genome length is not within the acceptable length range [4000000,6000000]
GCA_029223505.1_ASM2922350v1_genomic	Failed	aadA11, aph(3')-IIb, blaNDM-1, blaOXA-395, blaPAO, catB7, CmlA9, fosA, qnrVC1, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, ciprofloxacin I/R, sulfisoxazole, tetracycline	Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Chloramphenicol, Fosfomycin, Ciprofloxacin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	773	6741595	209474	83	Genome length is not within the acceptable length range [4000000,6000000]
GCA_030406925.1_ASM3040692v1_genomic	Failed	aadA11, aph(3')-IIb, blaNDM-1, blaOXA-181, blaOXA-395, blaPAO, catB7, CmlA9, fosA, qnrVC1, rmtB, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, ciprofloxacin I/R, amikacin, gentamicin, sulfisoxazole, tetracycline	Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Chloramphenicol, Fosfomycin, Ciprofloxacin, Amikacin, Tobramycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	773	6662717	215203	100	Genome length is not within the acceptable length range [4000000,6000000]
GCA_030540865.1_ASM3054086v1_genomic	Failed	aac(6')-Ib3, aadA11, aph(3'')-Ib, aph(3')-IIb, aph(3')-VIa, aph(6)-Id, blaLCR-1, blaNDM-1, blaOXA-10, blaOXA-494, blaPAO, blaPAU-1, catB7, CmlA9, crpP, fosA, mph(A), qnrVC1, sul1, tet(G)	amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, unknown[blaPAU-1_1_MH053445], chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Spectinomycin, Streptomycin, Unknown Aminoglycoside, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butirosin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Chloramphenicol, Ciprofloxacin, Fosfomycin, Erythromycin, Azithromycin, Spiramycin, Telithromycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	244	6754248	40910	352	Genome length is not within the acceptable length range [4000000,6000000]
GCA_031629475.1_ASM3162947v1_genomic	Failed	ant(2'')-Ia, aph(3')-IIb, aph(3')-VI, blaNDM-58, blaOXA-50, blaPAO, blaPME-1, catB7, dfrA1, fosA, qnrVC1, sul1	gentamicin, kanamycin, amikacin, unknown[blaNDM-58_1_OR081828], ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, trimethoprim, fosfomycin, ciprofloxacin I/R, sulfisoxazole	Gentamicin, Tobramycin, Unknown Aminoglycoside, Amikacin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam, Chloramphenicol, Trimethoprim, Fosfomycin, Ciprofloxacin, Sulfamethoxazole	None	paeruginosa	260	7290243	158647	151	Genome length is not within the acceptable length range [4000000,6000000]
GCA_033743955.1_ASM3374395v1_genomic	Failed	aac(3)-Id, aac(6')-Il, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, ARR-2, blaNDM-1, blaOXA-50, blaPAO, blaVEB-1, catB7, crpP, dfrB5, fosA, mph(E), msr(E), qnrVC1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6795511	4576754	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_035198885.1_ASM3519888v1_genomic	Failed	aac(3)-Id, aac(6')-Il, aph(3')-Ib, aph(3')-IIb, blaOXA-488, blaPAO, blaVIM-2, catB7, CmlA9, crpP, dfrB5, fosA, sul1, tet(G)	gentamicin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefixime, Cefotaxime, Cefoxitin, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	823	7053364	7053364	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_036529375.1_ASM3652937v1_genomic	Failed	aac(6')-Il, aph(3')-IIb, aph(3')-VI, ARR-3, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA7, CmlA9, crpP, dfrB2, fosA, rmtB, tet(A), tet(G)	gentamicin, kanamycin, amikacin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA7_1_JQ639792], unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, streptomycin, tetracycline	Amikacin, Tobramycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Gentamicin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Doxycycline, Tetracycline	None	paeruginosa	357	6831203	215389	133	Genome length is not within the acceptable length range [4000000,6000000]
GCA_036529475.1_ASM3652947v1_genomic	Failed	aac(6')-Il, aph(3')-IIb, aph(3')-VI, ARR-3, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA7, CmlA9, crpP, dfrB2, fosA, rmtB, tet(A), tet(G)	gentamicin, kanamycin, amikacin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA7_1_JQ639792], unknown[CmlA9_1_JN406319], ciprofloxacin I/R, trimethoprim, fosfomycin, streptomycin, tetracycline	Amikacin, Tobramycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Gentamicin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Doxycycline, Tetracycline	None	paeruginosa	357	6830245	209270	133	Genome length is not within the acceptable length range [4000000,6000000]
